,simulated_based_on_ENSG00000142188,simulated_based_on_ENSG00000154654,simulated_based_on_ENSG00000183527,simulated_based_on_ENSG00000215326,simulated_based_on_ENSG00000231231,simulated_based_on_ENSG00000233036,simulated_based_on_ENSG00000273102,simulated_based_on_ENSG00000273692,simulated_based_on_ENSG00000275139,simulated_based_on_ENSG00000276529
Alleen,3280.79455113164,9.984850283315776,408.4572427239902,0.19197754500034553,-0.1400695301214936,0.1163245973531061,2.508483887925431,-0.35883503507948916,10.7850673498408,81.26059436380078
Alvina,2637.9492138436317,3.589105197112337,353.17891620998523,-0.0924824226533569,1.2327731000512248,0.0970916221380785,0.31807590244307726,0.38454321941405306,16.005840240838026,88.49530810771326
Amy,2796.085580549931,7.355298547025779,241.31059920822747,-0.045441394839910804,2.3339245932742427,0.3141958761262335,1.6492603941361095,-0.35678700832295485,13.039101927001344,67.08483780466108
Analise,2353.859985740633,-7.925165246481175,201.81360790665988,0.11452888286033709,-1.5194132488273873,-0.0849582240832253,2.2485295832592254,-0.0787044167390446,9.132967261054686,98.3895445336774
Andy,1746.9006963057086,11.184793622910059,181.41084220284895,0.7861819597509869,0.6684695164241963,-0.1174569631986203,0.25080215450049237,0.16651835906824003,15.069137523728596,96.58117888204112
Anet,1781.6917725548046,0.42833242379207404,437.9322082595092,-0.17698346910158516,1.205170434871369,0.18410916810317035,1.0306391768389813,-0.05212137615534217,12.412443223649305,94.33676239186076
Annie,2944.590530360572,0.40688784789938737,441.241177201034,0.4839554091811412,0.6529706386291037,-0.14534683031771406,-0.4268212891419221,-0.28127119166334247,7.904345727240511,102.45609144514619
Arlee,3099.8212745111914,14.565466872843096,504.53871020037565,-0.23746605228572512,-1.4576757714805568,-0.2152954225830142,-1.5993147555298266,0.11089555874996056,13.621992424594449,36.43087083959809
Ashien,2675.899765363762,11.969201784889055,260.71781431499954,0.5766951996087395,0.817406148360304,-0.07841672484287229,-0.03011620562571804,-0.020541229060814147,10.045172413393626,109.93160278995511
Ashleigh,3201.489145705947,-4.090222092754808,388.33911362089174,0.12980117641735128,-0.6037579766977731,-0.1076068583834676,-0.05415483284009337,0.13011278186397046,8.384067672859302,105.51116126628916
Astrid,2618.4235338286944,-0.7184116074557885,324.9712424053768,-0.15336859576673467,0.6489868766884997,0.2383408055955099,0.8874386691204768,-0.05740052794851884,2.4671413764326386,62.79053314090238
Audre,3136.7973803925047,0.1443814308192355,370.3998156081936,-0.3882238787595873,1.8601755534923528,0.04964237455637824,-1.4556186092006336,-0.21307885602684912,19.81890131305886,163.95404053310358
Auguste,2686.2611483041624,1.3670862214506854,443.38350985720115,0.6650852247226727,0.19527882217489,-0.09954032597769746,-1.3209082203114189,0.05201587873579585,10.156428536361851,51.34536160119274
Aundrea,2412.044729408002,2.819196943257933,337.93611147877766,-0.47810604707573534,-0.029934730932527853,0.2919042107483155,2.7534724937342916,0.03845546406529484,18.479703830414593,139.4776220273967
Aurelia,3325.167714526346,10.462865918626076,283.54305232026474,0.0713016102392114,1.7281755125286635,0.041763351039106014,0.0011158280225462835,0.04889810826107562,9.00938220643051,66.83428737902983
Aurelie,2841.0664639281663,8.606277046136952,275.34446791578574,0.5314631348730614,-1.0663212218365379,0.16225143389766838,-0.27761855466234664,-0.05595386670263247,3.6904596075461127,45.017789238203136
Aurore,2068.080504158762,4.248400637529388,248.08245508559048,-0.39747466592164515,1.0707422583192767,0.12166121166953027,-0.5164049075151851,0.10135871364642758,5.630862865924643,95.40622137115957
Averil,3234.6479117013823,-8.092808622146332,372.9330203431656,-0.2144156219277268,0.50574574032507,-0.0327011944886136,1.5857796775297788,0.3393480369273917,13.719435192306873,46.83092365148121
Batsheva,3320.4488166166248,22.183080342978908,443.4016045369126,-0.15084120327059497,-1.2972619228876359,-0.11724029301528942,0.66072971955536,0.20756211734089636,7.458791493154013,101.87595701043767
Beatrisa,2881.3595340331367,2.3222551941609906,161.28228075033525,-0.5670431955539276,-0.5912642570104517,0.11407055496907044,0.5814631012424633,0.02874190336606948,5.451996985908057,118.02438419345457
Beilul,1869.8209624138153,5.928205682501259,267.4564319088781,0.4720358521079312,0.1317694374730447,0.12897848949156998,3.9902991324394304,0.1899988403423462,1.0140297891545966,103.84547840475949
Bel,2690.211566895867,2.8622825142090065,393.4206767828862,-0.02223113141790399,-1.09369928612336,0.07874854673102732,-1.7723562420390293,0.11704396252304866,10.733713107200801,91.51714836677843
Benedikta,3619.5445775292496,-5.133408707362518,390.13133625890646,-0.33232932659029735,-1.0257210466487567,0.008492455264321741,5.769236071101471,-0.15034812567914313,8.815105040116265,59.56087993281884
Blanca,1802.503212360999,3.652692402590314,313.6234208320254,0.14714546965738856,0.016008768505864523,0.11173859873811098,1.3135073274000664,0.05652073423102922,5.407337905726487,59.04280469107012
Blisse,3455.3983781796587,11.91205819811678,395.35921592003757,0.30342998726049697,-1.8775462201226607,-0.026041268696992984,1.2663699256976308,-0.08447889342274904,12.752260672065345,41.37847983699151
Blithe,2108.475277356428,9.189118831955792,365.924366490685,-0.02120002395312766,1.0485341365645904,0.09949094248237686,-1.0000004055497473,-0.0977916819022787,7.933934427116233,50.67734116579485
Bonnie,1738.1447901692036,-17.24043350047025,326.1672768672429,0.27840143700033854,0.8416528536535711,-0.12191256089912826,2.7811370404341504,0.4851199797021947,14.157411750888114,83.97922340092826
Brenna,2565.6181347769125,17.095057726977146,535.2861003962857,-0.27851527369405626,1.5100879419494384,0.08262680182703772,-2.152575905157404,0.17002628878967108,8.03745309711749,127.48450357780152
Brit,3412.582378636406,0.8436187298718618,261.8587117290009,0.04849223299755601,0.07322203073659383,0.10670342891504489,-0.13249866969752788,0.29575255743247025,16.359435042005725,84.73431680991709
Brita,3164.179676411465,-0.6737637090635786,328.09134662918314,0.24553461349817537,-0.012643030170599423,-0.10353145229294135,1.474880042467132,-0.024858363332316127,10.433053846203379,73.64332516154465
Carilyn,3023.7556246991103,-0.4494198268379881,306.63118071865256,-0.5019492752730264,-1.425761984476316,-0.155871794873149,-1.23438631590695,-0.03166205450748623,7.524142344678975,100.74119123113657
Carmencita,2224.872505157369,6.368508204305275,466.642601766839,0.20425124507071868,-1.2679454581039895,0.05686657343672544,-0.3502493533481157,0.020621310805818895,12.391209795058666,57.868815448246764
Carolan,3163.2967353411705,-3.2166913373780037,474.0093046112386,0.352341986115557,-0.18696604156370666,0.10847564370050507,-0.10737188342906845,0.032301690604508354,15.457085285640092,96.82455833031898
Cassy,2234.567275338247,3.1891939287230033,222.70755980247804,0.7203596096678861,2.0732330542352977,0.0878366670115158,-1.6686621245895707,-0.27855003537378503,12.927967190815245,82.80977458189766
Cathleen,2287.8056755146895,-0.88139852208693,327.5833701832805,0.15468840382117538,0.6139856650071182,-0.020069327026001983,4.234506124929149,-0.41881615250208254,9.075186799780678,82.0676737754568
Ceil,1503.9235955305287,14.997185958137148,411.4572947090053,-0.3724539510092968,0.6466908091503404,0.06457770915366044,1.7310488626502543,-0.007107331066497882,10.102783227796047,105.1654354813611
Channa,2915.761311428743,-0.5686732298688568,206.47824546574566,-0.4265471912654233,-1.0953215250995716,-0.21557745758832486,0.863259414276283,0.3716832705346863,5.716676624442917,99.6595118221183
Charlotte,2459.864127938906,11.555443448413,353.0051121550269,0.18934207826524227,3.535556005285166,0.09873591228448933,0.5057316667002298,-0.06179863599203672,12.853734496835798,77.7415416992388
Charyl,3294.220584089256,-16.44836562694621,299.5221155309929,-0.0271584524525888,0.13812140810938744,-0.11117651705223856,1.3647322715614119,-0.29335916848590093,13.054294286012992,94.72185218232343
Chelsey,2748.024494467225,-1.309325130366032,433.52903063623324,-0.0499557152727961,0.44747483272523364,-0.1583480638205449,1.42707521308885,0.2783524344361761,14.850823157024859,58.68734224479234
Christabella,3296.526740829322,1.1903748359073112,178.46329827188455,0.2898933156999518,-0.6761704448110345,-0.22293472790492974,-0.5411133369877388,-0.2628211278695819,13.496912477960297,89.87509119986655
Cicily,1971.5117360079792,-0.3784795063218378,359.9350974292577,0.13418693053483755,2.949103171461265,-0.02482235307569352,0.022506741532779984,-0.07938347333830782,17.183756838475173,70.59034949269977
Claire,2333.3414620831077,-12.759559623553503,426.32879043925533,0.16164176166397373,-0.7701311391953797,0.2090521750727844,3.8630265486730933,0.12429951410877592,11.720990741330908,99.11050388105393
Clari,2850.50355218893,-3.283644435706372,301.95275744737046,-0.1037303059607659,-0.44585876863742857,0.13470627973357696,1.338296949573551,0.14793990485621683,5.62007185746676,126.22915143757507
Clarita,1388.924259286622,2.1997471914567353,399.8478146039798,0.22777178088641947,2.2026032076151445,0.030695450138937312,-0.11364774221709162,-0.06111238163160369,6.573674449728795,130.24279906049475
Collete,2292.842182018417,0.06606265138683431,290.4267400503505,-0.5503269870312827,4.2281148655275205,0.4281431447496416,2.834079770725526,0.34253510149496796,5.53979856410343,95.72479365427412
Constancy,2971.4874860441323,13.409116784889655,271.813267127996,0.4047047364768067,-1.3709994972100072,-0.0796315990510801,4.401702447760097,0.4547733542991558,2.639935815861878,72.00931889246048
Constantine,2003.7271525158308,-0.4001547434508308,571.9147086091159,0.10723391289899387,-0.15881691161216183,0.34656184722998506,1.4246711483618022,0.07707994598344715,3.7377071636887873,128.88715977289004
Cora,2168.08042140213,-6.143376771799099,430.10860860494444,0.2628262102399471,1.78560742465391,0.276176517680955,4.5972550079192676,0.16438742464182554,14.897849776341534,44.817635103185346
Corabel,2719.1154443157307,6.650524426894935,297.31798722204644,0.2825786382221413,2.701082257901987,0.022394156754186063,2.4471856198252953,0.16207351762403882,13.92291823526745,156.42667985114403
Coretta,3655.4480962043917,18.1075739082151,552.9031231786848,0.06414844794263756,-2.318777145898285,-0.047602213904967994,-0.5568608118656191,-0.039398167718272294,13.42581248581932,93.36414965291767
Correy,3067.245346464014,-3.122916941438879,320.1094323269442,-0.01999192391242878,0.8192080215780428,-0.058986060066183885,-0.1286060568381,-0.049976027938942805,9.965311632719235,82.74412382772572
Cosetta,2939.55973332104,4.37546846807951,220.029424621169,0.3951899846939214,1.993166699996967,-0.19729333784242448,-0.4591718399826925,0.1721631306178255,8.950213848955924,87.13394400366698
Dagmar,2273.639413599204,6.741514480948015,372.9424689078484,-0.19759244803605305,1.829346539610167,0.4577479671407147,0.6377212038068263,0.03877519606413515,8.527606499802365,94.49551807753438
Dalia,2118.461698931994,-0.09422787116803688,349.8764260311378,0.3329345990788515,0.9510971372914695,0.14972615625661556,-1.4696384154447613,-0.02416007818343196,14.203898399881027,89.99197711647436
Daniela,1806.514415057601,-11.63878175430777,188.528896791244,-0.07413181349486972,-0.9010509464553808,0.04893272090594099,2.868604544449905,-0.03016274284717515,11.283677365744502,92.71261007631948
Danita,3010.2041639188647,-0.3561234785825498,315.962672962165,0.23857117536579592,3.0263566525153633,-0.14649885302539978,1.0277856175793416,0.2335828824396542,9.64056418774623,65.87193161270059
Dasha,1539.185376814764,3.1027676762898055,246.12829821159283,-0.30593079333762174,0.24887884435387142,0.25665272841379205,1.2909043174106167,0.17709103512017066,4.526566433731006,109.84796072086368
Datha,1822.1136852604818,23.554380645182338,284.77818127697753,0.6799572082022848,1.837414624267348,-0.12123470358881243,-1.3092350651846496,-0.1304098969087285,14.307535342925163,117.95893652164555
Daveen,2140.92747411032,-2.615957766008373,175.25867308539904,0.053022984602403254,-1.0279350373198346,0.02824850077681806,2.611106998537965,-0.11755251321263673,5.093282774780588,110.43858193700486
Deina,2093.445034167653,-4.508451230115987,292.04514579023925,-0.07551975420146098,1.2205645300613548,-0.0007764369238075844,0.36966137564603896,-0.01235165314768329,7.986961123050969,102.27475024557161
Devonne,2160.1293992751744,5.999730252181037,318.0429815147643,0.38982478304188506,-0.1831561990623043,-0.04963288163483187,0.9963655169045306,0.07612704060159288,5.571878748721294,93.9537302528124
Dodi,2839.489472517944,23.173503493114342,210.17959634034804,0.04100780690375403,-2.2141797418168787,-0.0033713161325228495,0.5033122505473867,0.4287527456345653,7.008645111637421,102.17523182069914
Dody,2555.559414120788,2.826261190833839,430.0062405674594,0.10967454134976568,0.0849188399160149,-0.02412020854831863,5.124315629560493,-0.33484467285520286,9.996777331901654,95.48483739151521
Dolores,2728.3832122944873,6.517945448282042,217.6684497083949,0.4908191743503235,-2.7244089260736746,-0.03396508490709324,-0.30313934637393847,-0.21327897878897012,6.989394455875036,122.62659258343581
Doralia,1768.3800119672405,-4.026460089704371,402.4074533250805,0.39066358701843207,-1.6952389236022034,-0.20950579316722057,1.911125688059079,0.45861640362947287,5.902964134091535,77.40668017561498
Dorette,3013.26462111382,7.594915843656431,480.1165232107666,0.3573090449071712,-0.3232252603164877,-0.1746707154834105,0.6723213437487889,-0.12013628000581918,5.640991640627472,90.48567235737794
Dottie,2511.4352068714893,0.19417191250939903,501.8168215333051,-0.6155877926721367,1.9319038348814375,-0.28682277390293187,-0.22262588171141018,0.2825527097318184,16.30306388902687,131.3892545241239
Dulcy,2555.9487855652246,-1.2902976618182738,298.5887975227353,-0.36742889835307313,0.9183939844003463,0.17623497700291152,0.7096416573254076,0.1855550096904452,16.534367612241045,51.46068940207921
Ealasaid,1985.1937991498799,-5.499872500178304,272.88774534374033,0.48077016500967285,-1.047079113760922,0.25258444227840987,1.6787297772603376,0.3269547207246691,10.89698065032956,90.2290392060655
Ekaterina,3490.539406925248,-4.852162661417173,300.56229334189356,-0.23960959970988985,-2.48631621209195,-0.17168750235731972,2.0084746184671403,0.2679446690627827,12.88074021993194,90.93744211343376
Elfrida,2289.784893576136,1.9023687728464442,337.74923798639077,0.5143163776809799,-1.8512938034334225,-0.0071800488914872986,-0.33278603735262124,0.3579091635122348,7.062932108724338,136.61558577580195
Elissa,3727.756773774425,-1.3555898839161795,388.0798599189555,0.13308796107865262,-3.2264040705514496,0.1036124936354067,2.516623807998456,0.1116855973958981,10.969742807940559,105.3224601740831
Eliza,2283.684116204042,10.763910827087091,236.510558043448,-0.20372104636998015,0.6022672540821086,0.31465818956103864,-3.1358943591603925,-0.47923906759272294,9.695609216247652,37.24870435403461
Elizabet,3474.325273944137,-6.663575177617039,226.23510967268007,-0.1160182790889473,-0.665095967187053,-0.3651025638672231,1.229542910548374,-0.10375021491405029,3.873367913689063,61.972296756164624
Elka,2274.3899991354924,16.191700758503266,555.2021544976812,0.3600452276375089,0.1379857361762844,-0.08420278493707982,-1.7853260737781251,0.3287613255226148,10.788838810889139,83.54432908196966
Elsbeth,2547.4097326814835,4.077537095744912,328.5521109438921,0.043803462840407384,2.846121868961166,0.10350775692220619,1.9813446382258215,0.0457702615477709,5.4592621210829995,69.20748984959502
Emeline,2344.0422800589445,0.4559735722117293,403.0350601949617,0.10739487753738805,2.5458565514010227,-0.16874736337533958,0.9063535438774823,-0.37472297359561396,8.222801794952142,56.95769522737533
Emilia,2116.7492540472967,1.4233986046001226,282.238485306995,0.4903314197983605,0.7470266619986454,0.18922217551437948,-0.6226821977405455,0.020384161145123446,11.012528103597544,84.06652107597884
Erna,1755.1960127744364,14.304813381606513,397.8039872391606,0.2180906609684675,-0.44430885778574447,0.20574712912348492,0.8512062441622534,-0.019826101034514244,15.230106855882042,78.63111689583933
Esmeralda,2459.0321705325828,3.6754256570072723,347.86163061769093,-0.11929472335856664,1.960432843205297,-0.1822038900790825,0.8205594089170497,0.27836298074563387,7.878082963928267,112.03369870144542
Estelle,2735.6923704767987,-10.927843910433316,243.86169676904717,-0.745445497760466,-1.7085814797231316,-0.047359685005509175,3.3914434966545164,-0.0744908654708463,13.679363696274429,22.652459917484435
Ettie,3299.936596155003,6.227418569719051,267.17243736231336,-0.3303944458216964,-1.0713754392402115,0.10767039040649529,-0.807050958599107,0.5077338656607362,1.9129137277772497,91.00787625360158
Farrah,3357.1677279050377,-5.788915546244496,299.97206664739633,0.7274733768899254,0.314658795549069,0.20040484967403527,0.892855206965685,-0.09200693043501196,8.544895350681248,93.38726331816338
Felicle,2840.9091197335924,-2.033596920868673,442.9342080154039,0.306192204152235,0.9501201727537795,-0.16803418523751512,2.751571776787455,0.11841938273790763,5.398725154592153,79.5462364064943
Fey,2869.765645490036,-0.4523635787385407,279.65036266669404,-0.11605176529256014,-0.04397268519495168,0.24153725296758988,3.5865433829873785,-0.21648920795126048,12.265881596051045,127.62418799565795
Fina,2158.2106367144515,-10.965241235933442,413.3423604781155,-0.21534555107159467,3.4434243511590514,0.1468017294390306,2.5973775622523645,-0.13217018048625645,13.686120438953722,107.2277577185207
Fiona,2454.236616517728,-2.766640469510109,324.0755264975856,0.6837408731523478,1.7009907323719733,-0.04212667145173625,2.503917272653702,-0.07414361069344942,15.936137964957913,119.85521774604248
Fionna,2207.4583075703977,-2.2521968919270643,599.143234256702,0.27878444703299915,-3.7107355025383537,0.30563870628817236,5.507048419920754,0.11334091722366534,11.989587356010688,107.33842356478708
Francisca,1844.0576331374812,3.011445092954758,272.95655394747547,0.506551410393845,-0.23100112511252724,0.031512030033573404,1.8485249306704956,-0.14080450478069145,2.881917393596985,90.92675333692522
Franciska,1484.1443098347686,10.122150244012895,231.9729405017326,0.19109836465268426,2.099632354738502,-0.08965883887236106,-1.2482750145655908,0.1871616108552311,0.3910213894897794,134.12240056364323
Fredelia,3215.08296635709,20.539665854599377,357.32712007096603,0.010521194512960921,-1.2461648687983793,0.12066501172747668,-1.1788085026659092,-0.07298500837331433,15.318031122915684,102.06055256778913
Georgeta,2787.298825670804,11.337434125346359,393.7168655676664,-0.4360968356861158,-1.72770152443985,-0.03675514451024848,1.8024242864431357,0.03721265674780019,3.939050990308841,80.57341457935476
Gillie,2215.9473751330265,8.538115394381439,318.83128151178397,-0.9462256298748597,0.8636304196315605,0.1145176471855761,2.084224430609501,-0.3162943816842588,14.892607345475549,67.0954902030191
Giorgia,1391.4197854386166,13.6920006726695,399.2245113966189,0.18678237868104777,-2.5542422350574223,-0.0860935252233443,1.011925909672512,-0.09330438357239483,8.784714508691472,121.55223052790504
Grace,2691.862418230087,20.253524916608875,360.8918363682505,-0.07701960815550765,-1.696778941273816,0.06161515239359098,3.445792113216182,0.23085251155135023,20.61822206927085,94.40155908718653
Gwen,3368.088992945676,4.118020060477611,300.7404281586179,0.0437619665782202,-0.8481779300519646,0.018450599931930434,1.7338740754692639,-0.25665903995764483,10.792122074462787,99.29503195176844
Gweneth,2477.369705810302,3.4965808578606334,551.1865901949641,0.019714365092177916,1.7449322884350287,-0.041488355020127765,-1.2450224937099088,0.16604491668789162,12.463216865309805,175.65899308199897
Gwennie,1980.4473436812027,6.740875367652096,391.8851006080869,0.2524611480303775,1.5823326356735001,0.15949039206544796,4.949652915279766,-0.10283490606959364,4.005003558139201,102.42476626609997
Gwenny,3445.6892787381503,8.597985707779577,567.1970964158513,-0.031506549854136784,3.0913411371557977,-0.1020258850932703,1.2166018943445764,-0.08435206364276125,6.247404725754803,68.14825850165921
Gypsy,1928.946683946435,14.184202335129527,600.6341184373345,0.03793992942450201,1.0922072743435811,0.1257097847310093,2.9834233333240263,0.09208485238821416,8.439207577883344,95.31219487619846
Happy,2199.883167229206,15.564542811531227,236.8520283197639,-0.15320016141637613,0.599551526100401,-0.10751740232950312,-0.24949506566824486,0.005077475543714079,8.446778663685315,113.71811814476607
Heddi,2657.016365669253,14.004230668499233,121.65996615201459,-0.10837266508287477,1.649268920981303,-0.22261642325820408,-4.126376480585689,0.25611189578735916,6.301743368493751,64.96813993562212
Hermia,2498.5546136298126,-1.4774507147253217,291.2797520854545,-0.3226502958513303,-1.3451971845063304,0.21649055357814762,1.9147289149262923,-0.39888759498504023,24.02902610323008,96.0519364244544
Herta,3455.8751142464735,2.2099755417069673,337.0457933912136,-0.03541115737115563,0.2860490617926551,-0.298502638211433,3.4733516952861025,0.09253332512058449,11.454761317547863,66.30452390425408
Hyacinthia,2598.288349154078,0.756416697548143,275.3848968633775,0.14435240385284698,1.6519939985846852,-0.2253849485965293,-2.0179796161967323,0.49220611464578656,9.255255168759838,92.60169187842244
Ilysa,2794.2020762753887,3.6624059870850076,376.021953924115,-0.436124422114046,0.6674094479201335,0.46759044149481066,-1.3189132383056943,0.24782091124824146,14.103948723738373,117.63414010487062
Iona,3434.8468054747204,9.123651839307517,282.13787507671236,0.0346036306655928,-0.09143808413133137,0.18623281570854255,0.5552941926751721,0.41224465330361176,17.00671234100091,66.80554090651704
Iris,2954.319554809472,0.7621611589274124,291.61167458722963,-0.06076539264157568,2.168757865346962,0.11561536988536403,0.4439258767417499,-0.5400491124194416,1.2225358547745486,142.88048258460404
Isabelle,2433.0548869699282,9.03295649869058,326.2309760985456,-0.4396579082070672,1.6719473177695652,0.3778128983221753,1.4017798665441734,-0.08676852354590159,10.12401283801615,78.53625298576776
Isidora,1956.5123248516588,7.618704536000899,446.4948145691964,0.6308655877005351,3.659710975276264,0.09649261411222469,2.2198391725155613,-0.13292506728550685,3.9045981702110986,81.5006125028522
Jackelyn,2102.357273608187,19.150029323424356,326.7837638402667,-0.006259451920252193,-1.9609226767801662,-0.18377639605680435,3.2729304603657416,0.20418089989447458,18.310392122081076,108.54299222387671
Jaimie,2832.340729807949,6.4343961068867035,293.2717708972591,1.1969708728809958,0.7277386093152445,-0.004530569866304103,1.0465729490487132,0.2907655092465611,3.1718412625757946,86.52806130661206
Janaye,2991.9181119574328,10.298758530173304,329.74392422666756,-0.05917611450628629,-1.201626978724061,0.043634726300181365,4.570387361925304,-0.05867524162101527,13.45517239811295,65.37563746781444
Janeen,3294.7783013836643,5.678803939205617,501.6184624647929,-0.01724426105923149,0.6847684983338609,0.31181322814707824,4.65187756866611,-0.10068475017124381,12.135079595005115,46.60684842097261
Janith,1936.9170813935243,5.35099069258119,344.47320941086224,0.4296079320185311,1.6578817398865493,-0.10649584498189006,3.2092223764498176,-0.13900942106334663,14.701318791473103,68.39523453160898
Jasmin,2740.244924904362,5.086038805177801,268.93299890865103,-0.03207407227328145,2.3699448296283765,0.08337666743662372,2.43546289760482,-0.07791863919603059,12.237707459089226,107.63217394154968
Jenine,3209.323943121406,-3.023239604843628,356.52834060543154,-0.1638217079799206,2.636627555032548,0.3462169107864228,0.7752136461209695,-0.09351621543833318,12.640090512406585,99.76591780967138
Jessalin,2229.803833474086,-2.10483678477683,323.91980993005495,0.024661797978462366,0.026683356572898775,0.07761925093686668,-2.4908279027852807,0.11383748909661456,11.319422064255008,96.65225061964958
Jodee,1984.8254182108558,10.577810459289033,492.2558010390151,0.3827438754540736,-1.1185299541072489,0.19367572362504343,2.0614883773305563,-0.17848148457671043,10.636931079021824,126.56021770628351
Joela,2359.2536954011966,-2.657256609998953,490.43824327109326,0.30664608562692397,2.2292610894549796,-0.17703434250358607,4.00490566108485,-0.05403244594612129,11.636540898121194,96.13465573527176
Joli,2384.8886180190148,1.2316322308770666,393.2022203048344,0.14718353745262688,0.04957824496550245,-0.2030609292238647,-0.5431232164276012,-0.0047945705595620405,11.915928956953815,113.42123560192789
Jori,2403.23942171868,9.690797754345109,348.71410850594503,0.3838880479923752,2.595245582371855,-0.08401772668692988,-1.2075341225551395,0.12379397034971894,12.004636875747497,75.33786123784192
Josselyn,870.1202234201305,-8.146790444818903,254.18445286223476,0.0873157879125148,2.277106864465138,-0.21425602338645883,1.3325711387782069,0.21053107191632375,5.236337365160149,121.85970150807239
Judy,2951.0406218666985,15.473426069351753,356.23761187984394,0.41861586215289337,1.5653962578068517,-0.11154296688309585,2.7315134254665354,-0.1539039472339846,6.723574431604235,97.34085829080377
Juliane,2763.0868203986397,-1.1026133515546617,344.5215143247852,0.2547284295717238,-1.0712418191730508,-0.18490847902997498,-0.047313816266828956,-0.2104831715967843,6.31348538713426,86.4172218928883
Julianne,2519.284504445983,-5.078031140976378,467.71050938953874,0.2952667881894082,0.2718578016950578,0.19872306635675124,1.291277030320909,0.24255900102088285,10.480601515287773,89.96680885887642
Julieta,1465.8225917099414,11.766076447570732,229.93513541820786,0.23569149551360485,-2.2429500140168956,0.35880924978658835,5.012111817510045,0.2163291950398989,18.79603460731554,45.39084757266251
Kaja,3242.6175690023256,5.353240425753545,284.58422633193123,1.0368139885550691,-1.726262343714727,-0.10260850114124996,-2.154441337741151,-0.279002274022329,7.795870458946905,67.67531888441854
Kala,2474.582351328968,-1.7041250034711544,438.0650813180168,-0.004190086090488751,1.467693175074035,-0.18856342461308673,2.6461019819202187,0.08805491175268997,9.879183283598058,118.11032825479776
Karil,2665.077656439121,-0.05718494357991055,282.1818716720668,0.40445291615658807,-0.44243846326152625,0.25612018236868034,-1.7918982361407474,0.11020640189902478,4.65766461945141,111.56023249145545
Karina,1908.318753548045,0.5735498429376067,262.2001767584442,-0.033206865913616934,-1.176064059806615,-0.08385122449776808,0.12677960494537643,0.2122302860569883,10.683997509554224,78.00884021888297
Karlyn,2054.7502111033846,4.0179124596961024,326.1442920574889,0.09215084329736568,-0.5796560557245635,0.13967585838520685,2.431556484429969,0.04931164490520272,12.63960368423837,109.43897422193602
Karrah,1951.1286766955245,-3.0966335061220995,366.896908957003,0.21285753329025264,3.3385220826993542,0.00428602883071524,2.1970917725043604,-0.1173848847997049,7.276790841523553,119.63867380482765
Kay,814.7728640384166,0.29991075600999695,209.44731958563307,0.5368278533807646,1.8969095334499397,0.013852549221725253,3.0957728730023444,-0.12066919734293703,7.615726674608478,69.97559335205126
Kaycee,3085.071741549666,13.124484588717955,392.80245802874936,0.9310923304305886,0.5244253570783762,0.024076606750126007,0.5822821187572719,-0.18949981447289638,10.777551330430377,101.25500505842874
Kelcie,1295.767936106991,1.4366546512134066,349.2472324556939,-0.30105024874047837,1.9473701336441165,0.18390259778916984,3.5994447596793337,-0.37886572934637996,12.514995406465742,36.5293670808796
